,City,region,Res_Comm,mkt_type,Quradate,National_exp,Alabama_exp,Sales_exp,Inventory_exp,Price_exp,Credit_exp
2782,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,2.0,2.0
8469,Camden,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2011-04-15,2.0,1.0,1.0,2.0,1.0,3.0
1143,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,4.0,3.0,3.0
13540,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,4.0,4.0,3.0,3.0,3.0,3.0
1114,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,2.0,2.0,3.0
8434,HUNTSVILLE,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,3.0,3.0,4.0,2.0
10424,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,3.0,3.0
12927,bham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,3.0,3.0
12929,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,4.0,3.0,3.0,2.0,2.0,4.0
1445,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,4.0,4.0,2.0,2.0,4.0
8962,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,2.0,3.0,1.0
1087,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,4.0,3.0,4.0,3.0,4.0,4.0
11108,cullman,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,4.0,2.0,2.0,2.0,2.0
6098,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
5068,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,4.0,4.0,2.0
1082,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
6110,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,3.0,2.0
1441,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,3.0,4.0,3.0,2.0,3.0
14324,BIRMINGHAM,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,2.0,3.0,2.0,2.0,2.0,1.0
6125,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,5.0,4.0,4.0,4.0,5.0
8974,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,4.0,4.0
5048,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,3.0,4.0
10417,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,2.0,2.0,4.0
12566,hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,3.0,2.0,2.0,2.0,2.0
1060,Demopolis,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Rural,2011-04-15,3.0,3.0,3.0,2.0,2.0,1.0
5041,Homewood ,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
8314,Clanton,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
2925,montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,5.0
8311,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,3.0,4.0
1052,Mobile,South_Mobile-Baldwin,Residential,Rural,2011-04-15,4.0,4.0,4.0,4.0,3.0,2.0
10420,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
1151,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,3.0,3.0
8359,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
6070,Daleville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,3.0,4.0,3.0,3.0,4.0
11044,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,3.0,4.0,2.0,2.0,3.0
5165,huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,5.0,4.0,4.0,5.0,4.0
13533,Madison,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,4.0,4.0,4.0,3.0,3.0,2.0
1425,Millbrook,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,3.0,3.0
11046,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,3.0,2.0,3.0,4.0
11051,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,4.0,5.0,5.0,5.0,4.0,3.0
11054,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,1.0,2.0,2.0,1.0
6027,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,2.0,3.0,3.0
12635,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,2.0,2.0,2.0
11059,Atmore,South_Mobile-Baldwin,Residential,Rural,2011-04-15,2.0,1.0,1.0,1.0,1.0,1.0
14347,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,2.0,2.0,2.0
6073,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,2.0,3.0,3.0,3.0,2.0,3.0
8895,MOBILE,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,3.0,2.0,2.0
10442,Mt. Brook,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,3.0,4.0,4.0,2.0,3.0
8906,florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,2.0
5134,Wedowee,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,4.0,4.0,3.0,2.0,3.0
8916,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,1.0,1.0,1.0
12613,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,2.0,2.0,3.0
2868,vestavia,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,2.0
11071,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,2.0,1.0
8373,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,3.0,2.0,4.0,2.0,3.0
139,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,4.0
8945,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
10434,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,2.0
2850,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,3.0,3.0
5024,Enterprise,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,2.0,3.0
1153,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
2736,huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,4.0,4.0,4.0,4.0,1.0
2599,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,3.0,3.0,2.0
10816,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,3.0,2.0
14457,huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,4.0,4.0,3.0,3.0,3.0,2.0
10717,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,2.0
14450,Montgomery ,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2011-04-15,4.0,4.0,3.0,3.0,3.0,3.0
10831,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
5653,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,4.0,4.0,2.0,3.0,2.0
14443,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,2.0,4.0,3.0
5674,gardendale,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,4.0,4.0,4.0,4.0,3.0,3.0
12781,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,2.0,2.0,2.0,2.0,1.0
5680,Westover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,3.0,2.0,2.0
1215,gulf shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
2499,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,2.0,2.0,3.0
1208,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,4.0
5695,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,3.0,2.0,3.0
5448,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,3.0,2.0
10690,Moody,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,2.0,3.0,4.0,2.0,2.0
8646,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,2.0,3.0,3.0,2.0,2.0,2.0
8644,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,4.0,3.0,2.0,3.0
5711,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,2.0,2.0,3.0
8754,McCalla,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
2635,Phenix City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2011-04-15,2.0,4.0,4.0,4.0,3.0,3.0
12759,Homewood,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
5491,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
5492,Moody,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,2.0,1.0,1.0,3.0,1.0,1.0
5495,Phenix City ,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,4.0,4.0
13651,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,1.0,2.0,4.0,2.0,1.0,1.0
3,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,2.0,2.0,2.0
8729,wetumpka,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2011-04-15,3.0,4.0,4.0,3.0,2.0,3.0
5570,Brent,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,2.0,2.0,2.0,2.0,2.0,3.0
8701,Atmore,South_Mobile-Baldwin,Residential,Rural,2011-04-15,3.0,3.0,3.0,3.0,2.0,2.0
5563,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,2.0
5553,Wetumpka,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
1248,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,4.0,3.0,2.0
10769,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,3.0,4.0
5536,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,2.0,3.0,4.0,3.0,2.0,3.0
2563,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
10751,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
10670,Alabaster,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,3.0,2.0,2.0
5523,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,4.0,4.0
8690,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,2.0,2.0,2.0,2.0
10785,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,2.0,3.0,2.0,1.0
2572,HUNTSVILLE,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,2.0,2.0,2.0,2.0,2.0,1.0
2528,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,3.0,4.0,3.0,3.0,3.0
2522,Tuscumbia,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
2581,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,3.0,3.0
5629,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,4.0
8683,Greenville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
5501,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,5.0,4.0,4.0,5.0,3.0
13623,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,2.0,2.0
10730,Clanton,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,4.0,4.0,4.0,4.0,3.0,3.0
1278,Prattville,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,3.0,2.0,2.0,2.0,2.0
10864,Monroeville,South_Mobile-Baldwin,Residential,Rural,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
2645,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,4.0,4.0
1335,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,2.0
8558,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,2.0
5347,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,4.0,2.0,3.0
10918,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
5811,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,3.0,2.0,2.0,2.0,2.0
8818,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,4.0,2.0
2705,BIRMINGHAM,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,4.0,4.0
12894,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,3.0,2.0,3.0
5822,Daphne,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,1.0
5332,Anniston,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,1.0,1.0,3.0,1.0,3.0,2.0
8543,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,2.0
13593,Pelham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
10584,Demopolis,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Rural,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
5829,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,4.0,3.0
1367,Cullman,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
10956,Gulf Shores,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,3.0,3.0
5858,birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,2.0,3.0,4.0,3.0,3.0,1.0
2450,Tuscaloosa,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,3.0,2.0,3.0
8827,"Gulf Shores,",South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,3.0,2.0,2.0
1158,Vestavia Hills,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,2.0
5866,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,3.0,4.0,3.0,3.0,2.0
12719,Fairhope,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,2.0,3.0
5301,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
2731,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Commercial,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,4.0,4.0
5877,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,2.0,2.0,3.0,3.0
5835,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,3.0,2.0,2.0,3.0
8835,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,2.0,3.0,3.0
12735,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
8816,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,4.0,2.0,3.0
2650,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,3.0,3.0
5734,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,2.0,3.0
5741,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,2.0,2.0,3.0,2.0,2.0,3.0
8616,Selma,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,3.0,3.0
5398,TUSCALOOSA,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
14420,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,2.0
8789,Meridianville,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,3.0,4.0,4.0,3.0,4.0,3.0
2661,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,4.0,4.0,3.0,4.0,4.0
5393,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,5.0,4.0,4.0,3.0,2.0
5381,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,4.0,5.0,4.0,3.0,3.0,3.0
13599,Foley,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,2.0,3.0
65,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Rural,2011-04-15,3.0,3.0,3.0,3.0,3.0,2.0
2479,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
8810,Mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,4.0,4.0,4.0,4.0,4.0,4.0
5778,mobile,South_Mobile-Baldwin,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,4.0,4.0,3.0,3.0
5780,"Birmingham,",North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,3.0,2.0,2.0
12737,Trussville,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,3.0,4.0,2.0,2.0,3.0
12876,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,3.0,2.0,3.0
10904,Hoover,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
1182,Rainbow City,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,2.0,2.0,2.0
10914,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,3.0,2.0
8574,Birmingham,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,4.0,2.0
5796,Northport,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,2.0,3.0,3.0
10587,Athens,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,4.0,5.0,5.0,4.0,3.0,4.0
5777,Hartselle,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
10369,Fairfield,North_Central-Birmingham-Tuscaloosa-Anniston,Commercial,Suburban_Urban,2011-04-15,2.0,3.0,3.0,4.0,3.0,3.0
7407,Madison,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,2.0,2.0
2305,Auburn,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,2.0,2.0
10351,Rainsville,North_Huntsville-Decatur-Florence,Residential,Rural,2011-04-15,4.0,4.0,4.0,4.0,4.0,4.0
1003,Dothan,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,3.0,3.0,3.0
4982,Eufaula,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,4.0,3.0,1.0
6340,Florence,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,2.0,2.0,2.0,2.0,2.0
3063,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,3.0,3.0,2.0,2.0,2.0
8185,Montgomery,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Suburban_Urban,2011-04-15,3.0,4.0,3.0,3.0,4.0,4.0
1483,Jasper,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,3.0,4.0,3.0,2.0,3.0
8241,Leeds,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,2.0,3.0,2.0,2.0,3.0
1031,Oneonta,North_Central-Birmingham-Tuscaloosa-Anniston,Residential,Rural,2011-04-15,3.0,3.0,3.0,2.0,2.0,2.0
9036,mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,4.0,5.0,4.0,3.0,4.0,3.0
4795,Decatur,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,2.0,4.0,3.0,4.0,3.0,2.0
10322,Huntsville,North_Huntsville-Decatur-Florence,Residential,Suburban_Urban,2011-04-15,3.0,4.0,4.0,4.0,3.0,2.0
11258,Mobile,South_Mobile-Baldwin,Residential,Suburban_Urban,2011-04-15,3.0,3.0,3.0,3.0,3.0,3.0
8137,Alexander City,South_Central-Montgomery-Auburn-Wiregrass-Dothan,Residential,Rural,2011-04-15,3.0,3.0,3.0,2.0,2.0,3.0
